#h l2 max nstep runtime[ms]
20.0 28.9711632065 625.296125218 1 3.00546
10.0 7416.80457123 147122.122763 2 4.65287
4.0 12179209970.7 1.30862353113e+11 5 13.0783
2.0 5.97547070728e+17 6.29837199771e+18 10 22.5311
1.0 5.03683284368e+26 4.28832888858e+27 20 34.6785
0.5 1.65729114087e+30 1.01708380843e+31 40 55.4725
0.25 166092623.106 536871578.584 80 145.457
0.125 0.001095003065 0.0604593248105 160 268.422
