#h l2 max nstep runtime[ms]
4.0 0.00196739892056 0.00690530240536 5 187.049
2.0 0.000484615074879 0.00273470208049 10 404.986
1.0 0.000209102103038 0.000980101525784 20 752.65
0.5 9.23744006139e-05 0.000358499586582 40 1525.91
0.25 5.68774600774e-05 0.000224540010095 80 3073
0.125 4.74072738153e-05 0.000237070024014 160 6162.28
0.0625 4.49646424499e-05 0.000240699853748 320 12715
