#h l2 max
4.0 0.000437284105874 0.00281739979982
2.0 0.000122063657831 0.000777500681579
1.0 6.93788546197e-06 3.69995832443e-05
0.5 2.08238652447e-06 1.07996165752e-05
0.25 4.38136466215e-07 2.30222940445e-06
0.125 7.50852476159e-08 4.02331352234e-07
0.0625 1.35389565513e-08 1.00582838058e-07
0.03125 7.24301345006e-09 1.00582838058e-07
0.015625 1.28088569785e-10 1.04773789644e-09
