#h l2 max nstep runtime[ms]
20.0 0.0727159732283 0.873823928192 1 20.6272
10.0 0.0383718281426 0.638460317609 2 32.941
4.0 0.0099562620306 0.281479407375 5 92.8244
2.0 0.00437245804679 0.116591989953 10 123.336
1.0 0.0003043958587 0.00823089640565 20 235.004
0.5 3.88969503648e-05 0.00103567866543 40 453.339
0.25 5.28000745578e-06 0.000140206987873 80 872.329
0.125 7.43742671754e-07 1.88495719062e-05 160 1751.3
