#h l2 max nstep runtime[ms]
20.0 4.20253567918e+13 9.91733030584e+13 1 141.133
10.0 80734100.1803 225859007.887 2 195.502
4.0 297.270331927 1078.73005649 5 488.769
2.0 0.00394287677784 0.0347310006618 10 1004.53
1.0 0.000391640721906 0.00579049810767 20 2043.55
0.5 5.71873541616e-06 6.79790973663e-05 40 4007.15
0.25 2.39319450852e-07 2.52015888691e-06 80 7917.59
0.125 3.95851539684e-08 9.83476638794e-07 160 15900.7
