#h l2 max nstep runtime[ms]
4.0 148.411308874 891.58984375 5 117.574
2.0 57.4399278704 368.005996704 10 203.282
1.0 18.3078126762 110.740234375 20 352.111
0.5 6.37237566535 36.650390625 40 742.494
0.25 1.96844710287 11.1103515625 80 1149.73
0.125 0.554895771001 3.10009765625 160 2245.41
0.0625 0.147906269415 0.8203125 320 4465.59
0.03125 0.0384901180023 0.2099609375 640 8870.38
0.015625 0.0099687097434 0.05029296875 1280 17695.1
