#h l2 max nstep runtime[ms]
20.0 0.0722446931195 0.879886086676 1 21.8421
10.0 0.0380691759753 0.634382725453 2 35.2461
4.0 0.00984010347692 0.284697535642 5 74.7164
2.0 0.00433336887369 0.11808312725 10 137.695
1.0 0.000322287662036 0.00906697384803 20 306.793
0.5 4.10549390924e-05 0.00115417992448 40 573.316
0.25 5.53259978523e-06 0.000153626138527 80 1106.27
0.125 7.38906304536e-07 1.99877796906e-05 160 2204.84
