#h l2 max nstep runtime[ms]
20.0 0.0545729719751 0.255311995745 1 25.7949
10.0 0.024116467663 0.135293401778 2 51.8237
4.0 0.003967174746 0.0260120034218 5 129.803
2.0 0.00118726204267 0.00771199166775 10 280.305
1.0 6.80544329843e-05 0.00035098195076 20 518.385
0.5 1.93462606938e-05 9.5009803772e-05 40 1040.53
0.25 4.01231532793e-06 1.8984079361e-05 80 2078.08
0.125 6.84896459481e-07 3.01003456116e-06 160 4149.86
