#h l2 max nstep runtime[ms]
20.0 4.96363838542 72.9824180512 1 1.15262
10.0 72.0702670711 835.975786577 2 1.77106
4.0 15035.4424546 104619.316413 5 3.54269
2.0 86791.2311906 383800.590495 10 10.9378
1.0 0.0334200800844 0.227100982646 20 16.7895
0.5 0.00467115640412 0.102438027777 40 29.1817
0.25 0.00230700732257 0.0636925213047 80 48.2654
0.125 0.00115298139706 0.0338113371665 160 88.2452
