#h l2 max nstep runtime[ms]
20.0 0.0434688170218 0.642917666943 1 55.4969
10.0 0.0176656767523 0.268888207146 2 94.4489
4.0 0.00253639250002 0.0498993271171 5 185.086
2.0 0.000669712490332 0.0123347737158 10 269.528
1.0 1.07926434178e-05 0.000207308059873 20 710.669
0.5 3.573640773e-07 7.70683682058e-06 40 1130.17
0.25 1.04739009814e-07 2.8933880127e-06 80 2235.39
0.125 1.03885652733e-09 2.92530038048e-08 160 4305.78
