#h l2 max nstep runtime[ms]
20.0 0.0493953484628 0.664013933366 1 16.5285
10.0 0.0166669076633 0.314414417625 2 32.3461
4.0 0.0054783657787 0.117702492484 5 100.719
2.0 0.000437650509923 0.0120075389778 10 162.828
1.0 3.54799013635e-05 0.00076440758306 20 324.033
0.5 1.66507336219e-06 3.99755593813e-05 40 675.707
0.25 1.2861199798e-07 2.8933880127e-06 80 1456.96
0.125 7.3554798367e-08 2.8933880127e-06 160 2827.31
