#h l2 max nstep runtime[ms]
4.0 0.00372005978727 0.0395131889342 5 255.512
2.0 0.000684407647136 0.0131710629781 10 513.754
1.0 2.40007047922e-05 0.000142969476017 20 1049.82
0.5 2.63678962895e-07 3.61678733972e-06 40 2064.42
0.25 0 0.0 80 4096.61
0.125 0 0.0 160 8240.68
0.0625 0 0.0 320 16439.8
