#h l2 max
4.0 0.00020708185119 0.00141260004602
2.0 6.29392795514e-05 0.000434990040958
1.0 1.11202442345e-06 7.65011645854e-06
0.5 3.73112320201e-08 2.50060111284e-07
0.25 7.21727869592e-09 1.00582838058e-07
0.125 1.41896674742e-12 1.00044417195e-11
0.0625 1.0061395561e-17 1.00613961607e-16
0.03125 0 0.0
0.015625 0 0.0
