#h l2 max
4.0 0.000473000702716 0.00550275016576
2.0 0.000133034536273 0.00144219002686
1.0 2.39742028705e-05 0.000303930137306
0.5 5.97446077688e-06 7.59300310165e-05
0.25 1.49848222971e-06 1.90299469978e-05
0.125 3.77721239571e-07 4.75998967886e-06
0.0625 9.74699674007e-08 1.18999741971e-06
0.03125 2.79842897268e-08 3.0011869967e-07
0.015625 8.66871236628e-09 1.00582838058e-07
