#h l2 max nstep runtime[ms]
20.0 223172.929665 324715.112588 1 61.1537
10.0 17.0984063106 15.9783044681 2 85.8045
4.0 0.00592420426495 0.0427370071411 5 175.641
2.0 0.00154140524017 0.0136897992343 10 367.972
1.0 0.000508401812309 0.0050424002111 20 693.894
0.5 7.28716779171e-05 0.000704299658537 40 1428.79
0.25 9.66247058523e-06 9.24002379179e-05 80 2879.83
0.125 1.2467821372e-06 1.17998570204e-05 160 5736.2
