#h l2 max nstep runtime[ms]
20.0 0.0613874591272 0.932739366161 1 18.2666
10.0 0.0243853312292 0.452846242808 2 26.1704
4.0 0.00728452152715 0.175019487819 5 42.7221
2.0 0.00127134942027 0.0406127828819 10 85.409
1.0 0.000425817298319 0.0118299253761 20 170.925
0.5 0.000131179897715 0.00315500560381 40 438.197
0.25 3.95720870022e-05 0.000905752778717 80 684.375
0.125 1.10915235405e-05 0.000250708880063 160 1366.28
