#h l2 max nstep runtime[ms]
4.0 0.0166431299377 0.240362751005 5 57.0848
2.0 0.00499507409746 0.0414407238341 10 106.148
1.0 0.0011021495351 0.0160981076969 20 210.81
0.5 0.000143010568291 0.00232027545453 40 459.784
0.25 0.000122083120735 0.000824627513455 80 856.664
0.125 5.49307234572e-05 0.000346147823631 160 1709.45
0.0625 1.93296447897e-05 0.000110631142156 320 3447.43
