#h l2 max nstep runtime[ms]
20.0 0.0896111268457 0.245990991592 1 14.0913
10.0 0.0289533905115 0.165409013629 2 27.9573
4.0 0.0122497025481 0.0708200037479 5 69.8803
2.0 0.00466995202438 0.0268779993057 10 163.085
1.0 0.00169487386658 0.00987499952316 20 292.588
0.5 0.000514748917164 0.00280398130417 40 560.85
0.25 0.000150287798536 0.000789999961853 80 1119.43
0.125 4.14247562126e-05 0.000214010477066 160 2243.92
