#h l2 max nstep runtime[ms]
4.0 0.0105047604855 0.0932307297019 5 45.081
2.0 0.00455103271045 0.0380274211001 10 91.0162
1.0 0.000262018422934 0.00204882488027 20 172.426
0.5 4.26609036368e-05 0.000336124151632 40 367.256
0.25 7.25995360769e-06 5.40231473087e-05 80 718.52
0.125 1.11256423135e-06 8.01999261922e-06 160 1376.16
0.0625 1.93060733183e-07 1.01367936451e-06 320 2799.06
