#h l2 max nstep runtime[ms]
4.0 296.104512671 2415.06005859 5 28.1202
2.0 120.98798604 1006.33996582 10 56.1849
1.0 19.2497064088 168.341003418 20 176.255
0.5 6.29780077405 53.0490112305 40 248.681
0.25 1.87568160168 15.1580200195 80 452.052
0.125 0.521405466874 4.09600830078 160 927.409
0.0625 0.138130956223 1.06896972656 320 1835.12
0.03125 0.0359518810455 0.273010253906 640 3700.81
0.015625 0.00940767278675 0.0689697265625 1280 7419.9
