#h l2 max nstep runtime[ms]
4.0 0.0155378978808 0.108581061991 5 79.1314
2.0 0.00174692194306 0.0311967055748 10 157.31
1.0 0.000447045264124 0.0028198176118 20 314.353
0.5 0.000173280204563 0.000999509818941 40 634.5
0.25 3.84212234281e-05 0.000214028709633 80 1335.94
0.125 6.52109571983e-06 3.57423690043e-05 160 2559.5
0.0625 6.55786515659e-07 3.61678733972e-06 320 5064.73
