#h l2 max nstep runtime[ms]
20.0 0.0418517777027 0.179353103042 1 62.377
10.0 0.0168472057059 0.104766100645 2 85.8319
4.0 0.00284248703084 0.0190590023994 5 176.502
2.0 0.000843962506244 0.00550839863718 10 447.095
1.0 1.01912330304e-05 6.19888305664e-05 20 721.904
0.5 1.17321582935e-06 5.00679016113e-06 40 1481.57
0.25 2.27886722726e-07 1.01327896118e-06 80 2822.49
0.125 7.34932621699e-08 1.01327896118e-06 160 5682.52
