#h l2 max nstep runtime[ms]
20.0 0.0452043583812 0.244639009237 1 47.3609
10.0 0.018076918238 0.107403799891 2 76.1972
4.0 0.00291665736002 0.0199670046568 5 134.311
2.0 0.000912078000976 0.00606069900095 10 244.974
1.0 1.41677935792e-05 8.29994678497e-05 20 492.34
0.5 1.23129705386e-06 5.99026679993e-06 40 1007.4
0.25 2.47836747399e-07 1.01327896118e-06 80 1978.18
0.125 7.37159633452e-08 1.01327896118e-06 160 4029.03
