#h l2 max nstep runtime[ms]
20.0 0.0293305564005 0.451061490453 1 77.4205
10.0 0.0116854549555 0.200736707648 2 106.205
4.0 0.00214709070958 0.0396710728428 5 300.941
2.0 0.000668358508078 0.0133122016726 10 499.633
1.0 9.31937133161e-06 0.000169045130896 20 937.321
0.5 2.83298947669e-07 5.70167637796e-06 40 1853.19
0.25 7.28875616319e-08 2.8933880127e-06 80 3763.16
0.125 7.16533662539e-08 2.8933880127e-06 160 7726.89
