#h l2 max nstep runtime[ms]
20.0 1971.20335609 8239.58268268 1 45.7838
10.0 0.19426386972 0.861544042826 2 65.732
4.0 0.00172757647014 0.00700900983065 5 167.745
2.0 0.000494970726415 0.00221810024232 10 284.161
1.0 0.000122522950891 0.000527830328792 20 474.287
0.5 2.04659355396e-05 7.83200375736e-05 40 1046.73
0.25 3.1961640999e-06 1.24000944197e-05 80 1950.2
0.125 5.09783836658e-07 1.80001370609e-06 160 3786.84
