#h l2 max nstep runtime[ms]
20.0 123457116.504 889427564.877 1 23.4023
10.0 1.24723505596e+13 7.14118857326e+13 2 34.0055
4.0 6.834278585e+16 2.37368682469e+17 5 106.025
2.0 47.9345304932 304.889639873 10 162.73
1.0 3.61871150754e-05 0.000405457270191 20 330.52
0.5 5.63536094886e-06 0.00011907568167 40 663.988
0.25 4.63994220554e-07 9.13757464303e-06 80 1346.73
0.125 7.64954668566e-08 2.8933880127e-06 160 2676.32
